Company,TypeName,Ram,Gpu,OpSys,Weight,PPI,SSD_GB,Cpu_Family,Cpu_Clockspeed,target
Apple,Ultrabook,8,Intel HD Graphics 6000,Mac OS X,1.35,127.68,0,Core i5,1.6,1099
Google,Ultrabook,16,Intel HD Graphics 615,Chrome OS,1.1,234.51,512,Core i7,1.3,2199
Lenovo,Notebook,16,Intel HD Graphics 620,Windows 10,1.4,165.63,512,Core i7,2.7,1499
HP,Notebook,8,AMD FirePro W4190M,Windows 10,1.9,141.21,0,Core i7,2.7,1269
Dell,Notebook,8,AMD Radeon 530,Windows 10,2.8,127.34,128,Core i5,1.6,979
HP,Workstation,16,Nvidia Quadro M2000M,Windows 7,3,127.34,256,Xeon,2.9,4389
Lenovo,Ultrabook,12,Intel HD Graphics 520,Windows 10,1.4,209.8,256,Core i7,2.6,1858
Dell,Notebook,4,Intel HD Graphics,Linux,2.2,100.45,0,Pentium Quad Core,1.6,393.49
Lenovo,Notebook,8,Intel HD Graphics 520,Windows 10,1.9,157.35,256,Core i5,2.3,1072
Dell,Notebook,4,AMD Radeon R5 M430,Windows 10,2.2,100.45,0,Core i3,2,545.67
Dell,Notebook,16,Nvidia GeForce GTX 1050,Windows 10,2.06,282.42,1024,Core i7,2.8,2399
Toshiba,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.05,165.63,512,Core i7,2.7,2226
Dell,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.29,165.63,256,Core i7,2.7,1458
MSI,Gaming,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,127.34,256,Core i7,2.8,1492.8
HP,Workstation,8,Nvidia Quadro M2200,Windows 10,3.14,141.21,256,Core i7,2.8,2064.9
Asus,Notebook,4,AMD Radeon R5 M420,Windows 10,2.03,100.45,0,A9-Series,3,403
Dell,2 in 1 Convertible,8,Intel HD Graphics 615,Windows 10,1.24,165.63,256,Core i5,1.2,1899
Toshiba,Ultrabook,4,Intel HD Graphics 620,Windows 10,1.25,111.94,128,Core i5,2.5,1090
HP,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.3,331.26,512,Core i7,2.7,2049
Xiaomi,Ultrabook,8,Nvidia GeForce GTX 940MX,Windows 10,1.28,165.63,256,Core i5,2.3,935
HP,Notebook,8,Nvidia GeForce GTX 930MX,Windows 10,2.04,141.21,256,Core i7,2.7,1018.99
Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,1.9,100.45,128,Core i5,2.5,498
Dell,Gaming,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,282.42,128,Core i7,2.8,1498
Lenovo,Gaming,8,Nvidia GeForce GTX 1060,No OS,2.4,141.21,256,Core i7,2.8,1149
Dell,Notebook,4,Intel HD Graphics 520,Windows 10,2.06,100.45,0,Core i3,2.3,481.98
HP,Ultrabook,8,Nvidia GeForce MX150,Windows 10,1.38,165.63,256,Core i7,2.7,1119
HP,Gaming,16,Nvidia GeForce GTX 1050,Windows 10,3.78,127.34,256,Core i7,2.8,1498
Lenovo,Gaming,8,Nvidia GeForce GTX 1060,No OS,2.4,141.21,128,Core i5,2.5,989
HP,Notebook,8,Intel UHD Graphics 620,Windows 10,1.49,165.63,512,Core i7,1.8,1103
Dell,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.62,141.21,0,Core i7,2.8,899
Acer,Notebook,8,Nvidia GeForce GTX 1050,Linux,2.5,141.21,256,Core i7,2.8,879
Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.21,331.26,256,Core i7,1.8,1949
HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.91,100.45,256,Core i5,2.5,579
Asus,Ultrabook,16,Nvidia GeForce MX150,Windows 10,1.3,157.35,512,Core i7,1.8,1495
HP,Notebook,4,Intel HD Graphics 620,Windows 10,1.49,117.83,0,Core i3,2.4,800
HP,Notebook,8,Intel HD Graphics 620,Windows 10,2.04,141.21,256,Core i7,2.7,1070
HP,Workstation,8,Intel HD Graphics 620,Windows 10,2.31,141.21,512,Core i7,2.9,1534
Lenovo,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.37,158.48,512,Core i7,1.8,1849
Dell,Gaming,8,Nvidia GeForce GTX 1050 Ti,Linux,2.62,141.21,0,Core i7,2.8,929
Dell,Ultrabook,8,Intel Iris Plus Graphics 640,Windows 10,1.23,165.63,256,Core i7,2.4,1379
HP,2 in 1 Convertible,4,Intel HD Graphics 620,Windows 10,1.28,165.63,256,Core i5,2.5,1700
Asus,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,2.2,141.21,0,Core i7,2.6,1169
Fujitsu,Notebook,8,Intel HD Graphics 620,Windows 10,2.2,100.45,256,Core i5,2.5,799
Lenovo,Gaming,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,141.21,256,Core i7,2.8,1129
Dell,Notebook,8,AMD Radeon R7 M445,Windows 10,2.36,141.21,0,Core i5,2.5,638.8
HP,Notebook,4,Intel HD Graphics 620,Windows 10,2.1,141.21,0,Core i5,1.6,722
Dell,Gaming,16,Nvidia GeForce GTX 1050,Windows 10,2.56,141.21,512,Core i7,2.8,1249.26
Google,Ultrabook,8,Intel HD Graphics 615,Chrome OS,1.1,234.51,128,Core i5,1.2,1275
Lenovo,Gaming,8,Nvidia GeForce GTX 1050M,Windows 10,2.5,141.21,128,Core i7,2.8,1109
Acer,Notebook,4,Intel HD Graphics 400,Linux,2.4,100.45,0,Celeron Dual Core,1.6,289
Lenovo,Notebook,8,Nvidia GeForce 920MX,No OS,2.2,100.45,0,Core i7,2.5,629
Lenovo,Notebook,4,Intel HD Graphics 520,Windows 10,2.2,141.21,128,Core i3,2,499
Dell,Notebook,4,Intel HD Graphics 620,Windows 10,2.18,100.45,0,Core i5,2.5,708.06
Lenovo,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.36,176.23,512,Core i7,2.7,1798
Lenovo,2 in 1 Convertible,8,Intel HD Graphics 520,Windows 10,1.27,209.8,256,Core i7,2.5,2339
HP,Ultrabook,8,Intel HD Graphics 515,Windows 10,0.97,352.47,512,Core M,1.2,2014
Lenovo,Notebook,8,AMD Radeon RX 550,Windows 10,2.1,141.21,256,Core i5,1.6,1144.5
Lenovo,Ultrabook,8,Intel HD Graphics 520,Windows 10,1.7,157.35,256,Core i7,2.6,1488.99
Lenovo,Notebook,4,AMD Radeon R5 M430,No OS,1.9,100.45,0,Core i3,2,368
Dell,Gaming,32,Nvidia GeForce GTX 1070,Windows 10,4.42,254.67,512,Core i7,2.8,3147.37
Lenovo,Notebook,8,AMD Radeon R7 M460,No OS,1.5,157.35,512,Core i7,2.7,799
Dell,Notebook,16,Nvidia GeForce GTX 1050,Windows 10,2.06,282.42,512,Core i7,2.8,2397
Lenovo,2 in 1 Convertible,8,Intel HD Graphics 630,Windows 10,2,141.21,256,Core i7,2.8,1299
Toshiba,Notebook,4,Intel HD Graphics 520,Windows 10,2.1,100.45,0,Core i5,2.3,602
HP,Notebook,8,Intel HD Graphics 520,Windows 10,1.84,141.21,256,Core i5,2.4,1900
Toshiba,Notebook,4,Intel HD Graphics 520,Windows 7,1.2,165.63,128,Core i5,2.3,1195
HP,Notebook,8,Intel UHD Graphics 620,Windows 10,1.49,165.63,512,Core i5,1.6,959
Lenovo,Notebook,8,Nvidia GeForce GTX 940MX,Windows 10,2.2,141.21,0,Core i7,2.5,669
Lenovo,Notebook,8,Nvidia GeForce MX150,No OS,2.8,127.34,0,Core i7,1.8,849
Dell,Notebook,8,Nvidia GeForce GTX 1050,Windows 10,2,141.21,256,Core i7,2.8,1829
Lenovo,Ultrabook,12,Intel HD Graphics 520,Windows 7,1.4,157.35,512,Core i7,2.6,2299
Lenovo,Notebook,4,Intel HD Graphics 500,Windows 10,2.2,100.45,0,Celeron Dual Core,1.1,306
Lenovo,Notebook,8,Nvidia GeForce GTX 940MX,No OS,2.2,141.21,256,Core i5,2.5,629
Acer,Notebook,8,Nvidia GeForce GTX 940MX,Windows 10,2.23,141.21,0,Core i7,2.7,742
Dell,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,3.21,141.21,256,Core i7,2.8,2774.63
HP,Notebook,8,Intel HD Graphics 620,Windows 10,2.04,100.45,0,Core i5,2.5,559
Asus,Notebook,16,Nvidia GeForce GTX 1060,Windows 10,2.2,141.21,128,Core i7,2.8,1749
MSI,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,2.43,127.34,256,Core i7,2.8,2048.9
Asus,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.1,165.63,512,Core i7,2.7,1748.9
Asus,Notebook,8,Nvidia GeForce GTX 930MX,Windows 10,2.3,141.21,256,Core i7,2.7,787
Dell,2 in 1 Convertible,16,Intel UHD Graphics 620,Windows 10,1.62,165.63,512,Core i7,1.8,1279
HP,Notebook,8,AMD Radeon R5,Windows 10,2.6,107.99,0,A9-Series,3,520.9
Apple,Ultrabook,8,Intel HD Graphics 6000,macOS,1.34,127.68,0,Core i5,1.8,898.94
Lenovo,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.37,165.63,256,Core i5,2.5,1399
Toshiba,Ultrabook,16,Intel HD Graphics 520,Windows 10,1.36,165.63,512,Core i7,2.5,1877
Lenovo,Gaming,8,Nvidia GeForce GTX 960M,Windows 10,2.6,141.21,128,Core i7,2.6,1272
Dell,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.36,157.35,256,Core i7,2.8,1775
Dell,Notebook,8,Nvidia GeForce GTX 940MX,Windows 10,2.18,141.21,256,Core i7,2.7,1009.9
Dell,Notebook,4,AMD Radeon 530,Windows 10,2.2,141.21,256,Core i5,1.6,749
HP,Notebook,6,AMD Radeon R5 M430,Windows 10,2.04,141.21,0,Core i3,2,539
HP,Notebook,4,Intel HD Graphics 520,No OS,2.1,100.45,0,Core i5,2.3,476.99
Lenovo,Notebook,4,Intel HD Graphics 510,Chrome OS,1.45,117.83,0,Celeron Dual Core,1.6,459.9
Toshiba,Notebook,8,Intel HD Graphics 520,Windows 10,1.2,165.63,256,Core i5,2.3,1213
HP,Notebook,6,AMD Radeon 530,Windows 10,2.71,127.34,0,A10-Series,2.5,655.01
Dell,Gaming,32,Nvidia GeForce GTX 1070,Windows 10,4.42,127.34,256,Core i7,2.6,2800
Lenovo,Notebook,4,Intel HD Graphics 620,No OS,2.2,141.21,128,Core i5,2.5,468
Lenovo,Notebook,4,Intel UHD Graphics 620,Windows 10,1.8,141.21,256,Core i5,1.6,829
Dell,2 in 1 Convertible,16,Nvidia GeForce GTX 940MX,Windows 10,2.77,127.34,512,Core i7,2.7,1799
Asus,Notebook,4,Intel HD Graphics 620,Windows 10,2,157.35,256,Core i3,2.4,769
Lenovo,2 in 1 Convertible,8,Intel HD Graphics 620,Windows 10,1.42,209.8,256,Core i5,2.5,2330
Lenovo,Notebook,4,Intel HD Graphics,Windows 10,1.43,111.94,0,Celeron Dual Core,1.6,274
HP,Notebook,4,Intel HD Graphics 620,Windows 10,1.48,157.35,256,Core i5,2.5,1590
Mediacom,Notebook,4,Intel HD Graphics,Windows 10,1.35,165.63,0,Atom,1.44,255
Asus,Notebook,4,Intel HD Graphics 500,Windows 10,1.86,100.45,128,Celeron Dual Core,1.1,419
Lenovo,Gaming,32,Nvidia GeForce GTX 1070,Windows 10,4.6,127.34,256,Core i7,2.7,2663
Asus,Gaming,16,Nvidia GeForce GTX 960M,Windows 10,2.59,141.21,128,Core i7,2.6,1339
Dell,Notebook,8,AMD Radeon 530,Linux,2.8,127.34,128,Core i5,1.6,889
MSI,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,2.94,141.21,256,Core i7,2.6,1819
Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.2,276.05,256,Core i7,1.8,1399
Dell,Notebook,8,Intel HD Graphics 620,Windows 10,1.6,111.94,256,Core i5,2.5,1126.71
MSI,Gaming,16,Nvidia GeForce GTX 970M,Windows 10,1.91,141.21,128,Core i7,2.6,2153.37
Lenovo,Notebook,4,Intel HD Graphics 520,Windows 10,2.3,100.45,128,Core i3,2,565
Acer,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.5,165.63,256,Core i5,1.6,847
Dell,2 in 1 Convertible,4,Intel HD Graphics 520,Windows 10,2.08,141.21,0,Core i3,2.3,795.99
Lenovo,Notebook,8,Nvidia Quadro M620M,Windows 10,3.4,127.34,256,Core i7,2.8,2999
Toshiba,Notebook,8,Intel HD Graphics 620,Windows 10,1.25,157.35,256,Core i5,2.5,1535
Lenovo,Gaming,8,Nvidia GeForce GTX 1050,No OS,2.5,141.21,0,Core i5,2.5,1017
HP,2 in 1 Convertible,16,Intel HD Graphics 620,Windows 10,1.42,276.05,256,Core i7,2.7,1399
Dell,Notebook,8,Intel HD Graphics 520,Windows 7,2.09,141.21,256,Core i5,2.4,1062.95
Dell,Notebook,6,Intel HD Graphics 620,Windows 10,2.3,100.45,0,Core i3,2.4,439
Acer,Notebook,12,Nvidia GeForce MX 130,Windows 10,2.2,100.45,0,Core i5,1.6,693.99
Apple,Ultrabook,8,Intel HD Graphics 5300,Mac OS X,0.92,226.42,0,Core M,1.2,1165
Lenovo,Notebook,4,Intel HD Graphics 620,Windows 10,2.38,100.45,0,Core i5,2.5,1055
Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,1.9,157.35,256,Core i5,2.5,938
Asus,Notebook,4,Nvidia GeForce 920MX,Windows 10,2.8,90.58,0,Pentium Quad Core,1.1,470.34
HP,Notebook,2,Intel HD Graphics 400,Windows 10,1.44,111.94,0,Celeron Dual Core,1.6,249
Dell,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.29,276.05,256,Core i5,2.5,1624
Lenovo,Ultrabook,16,Intel HD Graphics 620,Windows 10,1.14,157.35,512,Core i7,2.7,2450
Dell,Notebook,4,Intel HD Graphics 520,Linux,2.18,100.45,0,Core i3,2,443.9
Toshiba,Notebook,8,Intel HD Graphics 520,Windows 10,1.2,165.63,256,Core i5,2.4,1535
Lenovo,Notebook,4,Intel HD Graphics 620,No OS,1.9,100.45,0,Core i5,2.5,489.9
HP,Notebook,4,AMD Radeon R5 520,Windows 10,2.5,127.34,256,Core i3,2,699
Asus,Notebook,6,Nvidia GeForce 920M,Windows 10,2,141.21,256,Core i3,2.4,577
Dell,Netbook,4,Intel HD Graphics 505,Windows 10,1.63,135.09,128,Pentium Quad Core,1.1,744
Toshiba,Ultrabook,16,Intel HD Graphics 520,Windows 10,1.2,165.63,512,Core i7,2.5,1747
Lenovo,2 in 1 Convertible,8,Intel UHD Graphics 620,Windows 10,1.4,158.48,256,Core i5,1.6,1599
HP,Notebook,4,Intel HD Graphics 520,Windows 10,2.31,100.45,0,Core i5,2.3,1199
HP,Notebook,4,Intel HD Graphics 620,No OS,1.96,100.45,0,Core i5,2.5,499
HP,Notebook,4,Intel HD Graphics 520,Windows 10,1.95,111.94,0,Core i5,2.3,1149
Asus,Notebook,8,Intel HD Graphics 505,Windows 10,2,141.21,128,Pentium Dual Core,1.1,581.9
Dell,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,2.65,282.42,512,Core i7,2.8,1845
HP,Notebook,8,Intel HD Graphics 620,Windows 10,2.05,100.45,0,Core i7,2.7,598
HP,Notebook,8,Nvidia GeForce GTX 940MX,Windows 10,1.91,141.21,0,Core i7,2.7,979
Asus,Notebook,4,Intel HD Graphics 620,Linux,2,141.21,0,Core i3,2,389
Lenovo,Notebook,16,Nvidia Quadro 3000M,Windows 7,2.4,254.67,512,Core i7,2.7,2968
Asus,Notebook,4,Intel HD Graphics 620,Windows 10,2.37,100.45,0,Core i3,2.4,398.99
Asus,Notebook,4,Intel HD Graphics 500,Windows 10,1.5,111.94,0,Celeron Dual Core,1.1,286
Lenovo,Gaming,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,141.21,256,Core i7,2.8,1179
Dell,Notebook,8,Intel HD Graphics 620,Windows 10,2.14,100.45,0,Core i5,2.5,539.95
Asus,Gaming,16,Nvidia GeForce GTX 1050 Ti,Windows 10,3,127.34,256,Core i7,2.8,1591
Dell,2 in 1 Convertible,4,Intel HD Graphics 615,Windows 10,1.39,135.09,128,Core M,1,603
HP,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.62,141.21,0,Core i7,2.8,899
HP,Workstation,8,AMD FirePro W4190M,Windows 7,1.9,141.21,256,Core i7,2.5,1495
Razer,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,1.95,157.35,256,Core i7,2.8,2599
Lenovo,Notebook,8,AMD Radeon R5 M330,No OS,2.32,141.21,0,Core i5,2.3,599
Lenovo,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,3.2,141.21,256,Core i7,2.8,1399
HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.86,141.21,256,Core i5,2.5,690
Apple,Ultrabook,8,Intel HD Graphics 615,macOS,0.92,226.42,256,Core M,1.2,1262.4
Lenovo,2 in 1 Convertible,8,Intel HD Graphics 520,Windows 10,1.36,209.8,256,Core i5,2.3,1637
MSI,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,1.8,141.21,256,Core i7,2.6,1929
Asus,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,1.99,141.21,128,Core i7,2.8,1350
Acer,Notebook,8,Nvidia GeForce GTX 1050,Linux,2.4,141.21,0,Core i7,2.8,846
Lenovo,Gaming,8,Nvidia GeForce GTX 1050,No OS,2.4,141.21,256,Core i5,2.5,779
Asus,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.2,276.05,256,Core i5,2.5,1129
Lenovo,Notebook,8,Nvidia GeForce GTX 940MX,No OS,2.8,106.11,0,Core i5,2.5,589
Vero,Notebook,4,Intel HD Graphics 500,Windows 10,1.22,157.35,0,Celeron Dual Core,1.1,202.9
Lenovo,Notebook,4,Nvidia GeForce GTX 950M,Windows 10,2.3,141.21,0,Core i5,2.3,977
Dell,Notebook,4,Nvidia GeForce GTX 940MX,Windows 10,2.18,141.21,128,Core i5,2.5,912.5
HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.84,141.21,256,Core i5,2.5,1144
HP,Notebook,8,Nvidia GeForce GTX 930MX,Windows 10,2.63,127.34,256,Core i7,2.7,1200
Lenovo,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,3.2,141.21,0,Core i7,2.8,1299
HP,Notebook,4,Intel HD Graphics 620,Windows 10,2.04,100.45,256,Core i3,2.4,769.99
Dell,2 in 1 Convertible,4,Intel HD Graphics 405,Windows 10,1.47,135.09,0,Pentium Quad Core,1.6,479
Lenovo,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.32,157.35,256,Core i7,2.7,1859
Lenovo,Notebook,8,Intel UHD Graphics 620,Windows 10,2.05,141.21,256,Core i7,1.8,880
Asus,Notebook,8,Intel HD Graphics 620,Windows 10,1.4,276.05,256,Core i5,2.5,1150
Lenovo,Notebook,4,Intel HD Graphics 520,Windows 10,2.1,100.45,128,Core i5,2.3,493
Acer,Notebook,4,Nvidia GeForce MX150,Windows 10,3,127.34,256,Core i5,1.6,805
HP,Notebook,4,AMD Radeon R5 520,Windows 10,2.1,141.21,0,A9-Series,3,489
Asus,Gaming,16,Nvidia GeForce GTX 1050,Windows 10,2.9,127.34,256,Core i7,2.8,1529
Lenovo,Notebook,8,AMD Radeon R7 Graphics,Windows 10,2.2,100.45,0,A12-Series,3.6,429
HP,Gaming,8,Nvidia GeForce GTX 1060,Windows 10,3.35,127.34,128,Core i5,2.3,1129
Dell,Ultrabook,8,Intel UHD Graphics 620,Windows 10,1.21,331.26,128,Core i5,1.6,1599
Toshiba,Ultrabook,8,Intel HD Graphics 520,Windows 10,1.2,165.63,256,Core i5,2.3,1590
HP,Ultrabook,4,Intel HD Graphics 620,Windows 10,1.26,125.37,256,Core i5,2.5,1559
Lenovo,Gaming,16,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,141.21,512,Core i7,2.8,1199
Lenovo,Gaming,16,Nvidia GeForce GTX 1060,No OS,2.4,141.21,512,Core i7,2.8,1398
Apple,Ultrabook,8,Intel HD Graphics 6000,Mac OS X,1.35,127.68,0,Core i5,1.6,998
Asus,2 in 1 Convertible,12,Nvidia GeForce GTX 940MX,Windows 10,2.3,141.21,0,Core i7,2.7,839
HP,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.34,165.63,512,Core i7,2.7,1323
Asus,Gaming,16,Nvidia GeForce GTX 970M,Windows 10,4,127.34,128,Core i7,2.6,1900
Acer,Notebook,8,Nvidia GeForce MX150,Windows 10,2.2,141.21,0,Core i7,1.8,689
HP,Notebook,8,Nvidia GeForce GTX 930MX,Windows 10,2.04,141.21,0,Core i7,2.7,900
Asus,Notebook,8,Nvidia GeForce GTX 1050,Windows 10,2.5,141.21,128,Core i5,2.5,839
Lenovo,Notebook,16,Nvidia Quadro M2000M,Windows 7,2.5,282.42,512,Core i7,2.7,2370
Asus,Notebook,8,Nvidia GeForce MX150,Windows 10,2.1,127.34,128,Core i7,1.8,1145
Dell,Notebook,4,AMD Radeon R5 M430,Windows 10,2.2,141.21,256,Core i3,2,498.9
Dell,Notebook,8,AMD Radeon 530,Windows 10,2.33,141.21,128,Core i5,1.6,844
HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.84,141.21,256,Core i7,2.7,1219
Dell,Workstation,8,AMD FirePro W5130M,Windows 10,2.23,141.21,0,Core i5,2.6,1369
Acer,Notebook,4,Intel HD Graphics 505,Windows 10,2.1,100.45,0,Pentium Quad Core,1.1,363.51
Asus,Gaming,16,Nvidia GeForce GTX 1060,Windows 10,2.73,127.34,512,Core i7,2.6,1799
Asus,Netbook,2,Intel HD Graphics 400,Windows 10,0.98,135.09,0,Atom,1.44,191.9
Acer,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.8,157.35,256,Core i5,2.5,919
Dell,Notebook,8,Nvidia GeForce GTX 960M,Windows 10,2.04,282.42,256,Core i5,2.3,2250.68
Lenovo,Ultrabook,16,Intel HD Graphics 520,Windows 10,1.1,209.8,512,Core i7,2.6,2099
HP,Ultrabook,16,Intel HD Graphics 515,Windows 10,1.16,276.05,512,Core M,1.2,1965
Acer,Notebook,4,Intel HD Graphics 520,Linux,2.4,100.45,0,Core i3,2,361.8
HP,Notebook,4,AMD Radeon R5 520,Windows 10,1.86,100.45,0,Core i5,2.5,612.61
HP,2 in 1 Convertible,4,Intel HD Graphics 505,Windows 10,1.45,135.09,256,Pentium Quad Core,1.1,775
Dell,Notebook,8,AMD Radeon 530,Windows 10,2.8,127.34,128,Core i7,1.8,1085
HP,Notebook,8,Nvidia GeForce GTX 930MX,Windows 10,2.04,141.21,128,Core i5,2.7,979
HP,Notebook,4,AMD Radeon 530,Windows 10,2.1,141.21,0,Core i7,2.7,689
Dell,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.29,165.63,128,Core i5,2.5,899
Lenovo,2 in 1 Convertible,4,Intel HD Graphics 400,Windows 10,0.69,224.17,0,Atom,1.44,646.27
Asus,Notebook,12,Intel HD Graphics 530,Windows 10,2.06,282.42,128,Core i7,2.6,1299
Asus,Notebook,4,Intel HD Graphics 505,Windows 10,2,100.45,0,Pentium Quad Core,1.1,449
HP,Notebook,8,Intel HD Graphics 520,Windows 10,1.86,141.21,256,Core i3,2,539
Asus,Notebook,4,AMD Radeon R5 M420,Windows 10,1.68,100.45,0,A9-Series,3,469
Lenovo,Gaming,8,Nvidia GeForce GTX 1050,Windows 10,2.5,141.21,128,Core i5,2.5,999
HP,Notebook,8,Intel HD Graphics 520,Windows 10,2.5,106.11,256,Core i3,2,639.9
HP,Notebook,6,Nvidia GeForce GTX 960M,Windows 10,2.18,141.21,0,Core i7,2.6,799
Dell,Notebook,8,AMD Radeon 530,Linux,2.8,127.34,128,Core i7,1.8,1099
Dell,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,4.36,254.67,512,Core i7,2.8,3154
Acer,Netbook,2,Intel HD Graphics,Chrome OS,1.3,135.09,32,Celeron Dual Core,1.5,174
Lenovo,Ultrabook,8,Intel HD Graphics 620,Windows 10,1.13,209.8,512,Core i7,2.7,2282
HP,Netbook,8,Intel HD Graphics 620,Windows 10,1.26,125.37,256,Core i5,2.6,1389
Lenovo,2 in 1 Convertible,16,Intel UHD Graphics 620,Windows 10,1.4,316.97,512,Core i7,1.8,2099
Acer,Notebook,4,Intel HD Graphics 505,Linux,2.1,100.45,0,Pentium Quad Core,1.1,298
Dell,Notebook,8,AMD Radeon R7 M445,Windows 10,2.36,100.45,0,Core i5,2.5,638.99
Lenovo,Notebook,4,AMD Radeon R5 M430,No OS,2.2,141.21,0,Core i3,2,479
Dell,Notebook,4,Intel HD Graphics 520,Linux,2.09,100.45,0,Core i5,2.3,523.63
HP,Notebook,8,Intel HD Graphics 620,Windows 10,1.96,141.21,256,Core i5,2.5,598.99
MSI,Gaming,8,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,127.34,256,Core i7,2.8,1199
MSI,Gaming,8,Nvidia GeForce GTX 960M,Windows 10,2.3,141.21,128,Core i7,2.6,1169
Acer,Notebook,4,Nvidia GeForce GTX 940MX,Windows 10,2.2,100.45,0,Core i3,2,469
MSI,Gaming,16,Nvidia GeForce GTX 1070,Windows 10,1.8,141.21,256,Core i7,2.8,2241.5
HP,Notebook,4,Intel HD Graphics 520,Windows 10,1.54,157.35,0,Core i5,2.3,1000
Acer,Notebook,8,Nvidia GeForce GTX 950M,Windows 10,2.4,141.21,256,Core i5,2.5,799
HP,Notebook,8,Intel HD Graphics 620,Windows 10,2.04,100.45,0,Core i7,2.7,629
Lenovo,Notebook,8,Intel HD Graphics 620,Windows 10,2.3,141.21,0,Core i5,2.5,850.66
Lenovo,2 in 1 Convertible,4,Intel HD Graphics 400,Windows 10,0.69,224.17,0,Atom,1.44,479
